name,fans,fave,tags,vote
983803-Leopard+Love-cream-pocket-h-m-sweater-maxi-leopard-h-m-dress-floppy-hat-wool-h-m-hat,18,54 favorites,"['Chic', 'Everyday', 'Summer']",316 votes
1042777-The+Printed+Maxi-orange-maxi-the-classic-brand-dress-white-crossbody-aldo-bag,67,76 favorites,"['Bohemian', 'Lunch Date', 'summer']",388 votes
1029967-DATE+NIGHT-dress-dress,477,59 favorites,"['Romantic', 'Dinner Date', 'summer']",313 votes
941142-Fashion+Week+Poland+1-blue-romwecom-dress-black-choiescom-jacket,327,69 favorites,"['Chic', 'Cocktail', 'fall', 'party jacket']",356 votes
1015361-Sun+Hands-white-paradise-treats-dress,8113,34 favorites,"['Hippie', 'Photo Shoot', 'summer']",206 votes
1008754-Gold+Details+LBD-gold-forever-21-boots-black-zara-dress,195,66 favorites,"['Basic', 'Everyday', 'spring']",343 votes
1046681-sporty-black-numbers-mesh-primark-dress-black-studded-cap-pimkie-hat,293,44 favorites,"['Sports', 'Everyday', 'summer']",304 votes
1026579-ANIMALIER+SERIES+THE+SHOES-black-h-m-dress-black-zara-hoodie-black-river-island-sneakers,180,73 favorites,"['Comfortable', 'BBQ Party', 'spring']",345 votes
1167418-Floral+Formal+wear-asos-dress,9,48 favorites,"['Formal', 'Formal', 'summer']",254 votes
1054783-tfnc-aquamarine-open-back-tfnc-dress,7452,85 favorites,"['Chic', 'BBQ Party', 'summer']",411 votes
979473-ROCOCO+BLUE-tibi-boots-tibi-dress-balenciaga-bag-karen-walker-glasses,11136,75 favorites,"['Chic', 'Dinner Date', 'spring']",350 votes
971164-Face+It-mustard-binkydoodles-dress,20444,84 favorites,"['Bohemian', 'Going Out With Friends', 'summer']",396 votes
1065910-cardigan+weather-thrifted-vintage-cardigan-thrifted-vintage-shoes-thrifted-vintage-dress,5578,25 favorites,"['Vintage', 'Everyday', 'fall']",249 votes
1117744-Wrapping+Up+the+Coach+Tour-black-franco-sarto-boots-aquamarine-monteau-dress-black-august-hat,34,78 favorites,"['Classic', 'Going Out With Friends', 'fall']",331 votes
1053137-what+violet+says-choies-dress-younghungryfree-jacket-forever-21-shirt,5115,77 favorites,"['Casual', 'Everyday', 'Summer']",316 votes
970612-moss+is+boss-bronze-zara-coat-black-lace-slip-zara-dress-black-8-jeans-blk-dnm-jeans,221,75 favorites,"['Chic', 'Brunch', 'winter']",370 votes
1170574-sunrise-bubble-gum-zaful-dress,21610,62 favorites,"['Elegant', 'Beach', 'summer']",378 votes
959385-Little+House+on+the+Prairie-periwinkle-vintage-dress,43,71 favorites,"['Bohemian', 'First Date', 'fall']",376 votes
1201566-Alexander+Wang-black-alexander-wang-dress,29687,28 favorites,"['Outdoor', 'Other', 'Summer']",177 votes
1056574-LACE+DRESS-ivory-chicwish-dress-red-zara-bag,786,75 favorites,"['Romantic', 'Romantic Dinner', 'summer']",367 votes
993859-La+Vie-light-pink-thrift-market-dress,20444,82 favorites,"['Romantic', 'Brunch', 'summer']",393 votes
995745-Im+so+fancy-river-island-shoes-asos-dress-sammydress-jacket-choies-sunglasses,119,40 favorites,"['Chic', 'Everyday', 'spring']",291 votes
1073524-Fall+2014-black-alexander-wang-bag-black-gap-dress-dark-gray-equipment-sweater,1921,81 favorites,"['Classic', 'Everyday', 'fall']",391 votes
1018502-Aztec+Prints+Skater+Dress-black-charlotte-russe-dress-black-floral-c-label-wedges,490,62 favorites,"['Chic', 'Casual Party', 'summer']",360 votes
1096010-Velvet+Love+Affair-coral-velvet-tobi-dress,27479,38 favorites,"['Bohemian', 'Everyday', 'Summer']",251 votes
1027795-Just+Another+Number-heather-gray-6ks-dress,20444,54 favorites,"['Casual', 'Everyday', 'summer']",358 votes
1009294-Sheer+Details-black-flatform-asos-shoes-white-sheer-panel-princess-polly-dress,331,98 favorites,"['Eclectic', 'Casual Party', 'spring']",395 votes
1073890-pastels+for+fall-periwinkle-bebe-sweater-brown-dsw-boots-light-pink-thrifted-dress,4668,44 favorites,"['Chic', 'Everyday', 'fall']",377 votes
951171-work+look-silver-forever-21-dress-black-xti-heels,13879,73 favorites,"['Formal', 'Work', 'fall', 'very nice']",330 votes
1169446-Pleather+Lace-light-yellow-lace-oasis-dress-black-faux-leather-bb-dakota-jacket,280,26 favorites,"['Chic', 'Dinner Date', 'summer']",165 votes
1051912-RED-red-cut-outs-lovers-and-friends-dress,5309,46 favorites,"['Chic', 'Dinner Date', 'summer']",412 votes
1184444-Dior+YSL+Chanel-carrot-orange-princess-dior-dress-silver-tiara-saint-laurent-hair-accessory,29687,12 favorites,"['Chic', 'Work', 'Summer']",135 votes
1120037-Loud+Places-jord-wood-watches-watch-h-m-dress-adidas-socks-charles-keith-wedges,116,70 favorites,"['Dynamite Style Contest', 'Everyday', 'summer']",311 votes
976955-lets+go+to+party-light-pink-skirt-stradivarius-skirt-black-rosewholesale-boots,13879,69 favorites,"['Sexy', 'Clubbing', 'winter']",388 votes
961534-Shes+the+one-heather-gray-sailor-moon-mata-traders-dress-black-leather-steve-madden-jacket,522,49 favorites,"['Chic', 'Movie night', 'fall']",316 votes
1142811-THE+END+OF+THE+PIER-burnt-orange-maxi-dress-dissh-dress,8262,44 favorites,"['Formal', 'Girls Night Out', 'spring']",322 votes
992768-Sponge+dress-sponge-front-row-shop-dress,71,56 favorites,"['50s', 'Everyday', 'spring']",332 votes
1137694-Monochrome-black-ginger-smart-dress-white-helmut-lang-jacket-black-chanel-bag,2838,6 favorites,"['Chic', 'Dinner Date', 'fall', 'chic']",125 votes
1050757-Boldly-diane-von-furstenberg-dress,14201,50 favorites,"['Eclectic', 'Photo Shoot', 'summer']",235 votes
947027-Serial+Killer+Girl-hell-bunny-dress-skeletton-print-funtasma-pumps-bones-tally-weijl-necklace,23,51 favorites,"['Goth', 'Going Out With Friends', 'fall', 'hair']",317 votes
970430-Parisian+Chic-black-silk-aritzia-jacket-navy-feminine-31-phillip-lim-dress,876,58 favorites,"['Chic', 'Everyday', 'winter']",365 votes
975201-monday+blues-t-strap-studded-lulus-pumps-gap-dress-blue-aviator-sunglasses,43,80 favorites,"['Classic', 'Work', 'Summer']",356 votes
1049131-Playing+in+the+fields-blue-danity-dress-white-and-blue-kate-lee-bag-blue-dior-sunglasses,426,63 favorites,"['Natural', ""Farmer's Market"", 'summer']",304 votes
954866-Frosted+Morning-black-dress-blue-blouse-black-free-people-clogs,33178,70 favorites,"['Vintage', 'Everyday', 'fall']",302 votes
1179018-Boho+Vibes+Florals-black-floral-lucy-paris-dress,1340,65 favorites,"['Bohemian', 'Everyday', 'Summer', 'flowery dress']",341 votes
995830-Dresses+you+can+wear-brick-red-sophie-hulme-bag-gold-herve-leger-dress-tan-twisted-sisters-coat,463,72 favorites,"['Sexy', 'Dinner Date', 'winter']",344 votes
971407-Christmas+Dinner+Party-black-black-maia-ratiu-dress-silver-silver-charline-de-luca-heels,4542,77 favorites,"['Elegant', 'Dinner Party', 'winter']",345 votes
1105495-Ill+Drown-navy-thrifted-dress-gray-dsw-heels,41,42 favorites,"['Chic', 'Brunch', 'spring']",212 votes
1087570-Rose+gold+metal+Xmas-mustard-michael-kors-watch-neutral-motel-rocks-dress-yellow-oasap-bag,21610,83 favorites,"['Elegant', 'Holiday Party', 'winter']",393 votes
1111893-Fresh+in+White+and+Yellow-yellow-zara-shoes-white-felicia-dress-yellow-hermes-bag,7389,61 favorites,"['Business Casual', 'Company Event', 'spring']",394 votes
1032078-12+06+14-zara-bag-topshop-dress,99,55 favorites,"['Bohemian', 'Everyday', 'summer']",380 votes
1043479-Ray+of+Love-yellow-finezze-dress,339,51 favorites,"['Bohemian', 'Romantic Dinner', 'Summer']",282 votes
1011218-Flower+Fantasy-hot-pink-target-belt-ivory-prabal-gurung-for-target-dress,325,77 favorites,"['Chic', 'Everyday', 'Summer']",375 votes
1009125-The+Best+Worst+Night+Ever-brown-roots-purse-dark-brown-forever-21-boots-peach-romwe-dress,47,71 favorites,"['Elegant', 'Girls Night Out', 'winter']",376 votes
965078-Tartan+school+girl-brick-red-tartan-hearts-and-bows-dress-black-chunky-heels-mart-of-china-boots,336,74 favorites,"['Preppy', 'School', 'winter']",319 votes
1040615-Among+the+Wisteria-matthew-williamson-dress,964,15 favorites,"['Elegant', 'Photo Shoot', 'summer']",124 votes
1012317-Spring+Floral-brown-button-down-old-navy-cardigan-gray-floral-print-club-monaco-dress,876,71 favorites,"['Chic', 'Everyday', 'spring']",390 votes
1003165-Just+like+Music-red-dress,18061,69 favorites,"['Chic', 'Everyday', 'fall']",384 votes
1017224-Yoowzaah-black-steve-madden-boots-black-nasty-gal-dress-red-zara-shirt,81,50 favorites,"['Bohemian', 'Going Out With Friends', 'winter']",215 votes
1093322-Coffin+Handbag+iamunique+campaign-black-halter-unique-vintage-dress-black-coffin-unique-vintage-bag,1033,65 favorites,"['Vintage', 'Photo Shoot', 'winter']",400 votes
953806-Handmade+ness-sky-blue-handmade-dress-black-h-m-tights-yellow-shoemint-heels,4668,90 favorites,"['Chic', 'Everyday', 'fall']",389 votes
1035197-Yellow+dream-yellow-fluid-lady-di-dress-teal-clutch-nissa-bag,37,0 favorites,"['Romantic', 'Wedding', 'summer']",97 votes
1089284-Blair-black-oasap-dress,1292,79 favorites,"['Chic', 'Everyday', 'winter', 'lace', 'blair waldorf', 'black dress']",379 votes
1149377-Desire-black-sequin-asos-dress-black-steve-madden-heels,112,69 favorites,"['Sexy', 'Clubbing', 'fall', 'dresses']",361 votes
1036295-Wanted+Dead+Or+Alive-black-dress-black-h-m-hat-black-bag,804,56 favorites,"['Casual', 'Everyday', 'spring']",325 votes
1004889-Put+Me+in+a+Movie-black-helmut-lang-dress-camel-alice-and-olivia-coat-gold-kate-spade-bag,180,66 favorites,"['Chic', 'Vacation', 'spring']",386 votes
1146234-Pale+Autumn-asos-dress-chanel-bag-tom-ford-sunglasses-steve-madden-sandals,280,49 favorites,"['Chic', 'Everyday', 'fall']",237 votes
947904-Capes+and+Skater+Dresses-tan-cape-persunmall-jacket-black-leather-bank-fashion-boots,379,80 favorites,"['Casual', 'Everyday', 'fall']",374 votes
1145614-Crochet+maxi-off-white-spell-designs-dress,640,57 favorites,"['Bohemian', 'Vacation', 'Summer']",354 votes
1008442-Barbie+Pink-white-zara-sandals-hot-pink-legit-dress,4270,69 favorites,"['Chic', 'Brunch', 'spring', 'fashion']",373 votes
954267-The+lingerie+dress-gray-etam-dress-black-zara-boots-navy-sheinside-coat,20373,52 favorites,"['Chic', 'Everyday', 'fall']",376 votes
965847-Fury+furry-off-white-faux-fur-heaven-vest-magenta-warm-jersey-e-vie-dress,35,63 favorites,"['Casual', 'Holiday Party', 'fall', 'radiant orchid']",363 votes
1039229-The+Secret+Garden-green-maxi-dress-sheinside-dress,256,58 favorites,"['Elegant', 'Everyday', 'summer']",308 votes
1007523-Princess+of+China-udobuy-dress,31856,76 favorites,"['Chic', 'Art Opening', 'spring']",360 votes
1167442-MAXI+YELLOW-green-bags-bag-mango-dress,1465,59 favorites,"['Bohemian', 'Everyday', 'summer']",357 votes
1184968-Nina+Ricci+Rock+n+Roll-red-nina-ricci-dress-light-pink-ballerina-zara-shoes,29687,24 favorites,"['Rocker', 'Work', 'Summer']",143 votes
1045599-Striped-missguided-hat-hot-miami-styles-dress,752,62 favorites,"['Casual', 'Everyday', 'summer']",295 votes
1111404-Gingham+Me-black-gingham-glam-dress-black-cross-body-ralph-lauren-bag,183,25 favorites,"['Classic', 'Bridal Shower', 'spring']",173 votes
1027597-Garden+of+Eden-lime-green-poppy-lux-dress-white-h-m-cardigan,409,53 favorites,"['Bohemian', 'Dinner Date', 'summer']",356 votes
1143694-Showstopper-ivory-minkpink-dress,640,75 favorites,"['Bohemian', 'Beach', 'Summer']",337 votes
1028187-Flapper+ific-green-sequined-shift-ruche-dress-black-fringe-kimono-lovely-day-jacket,161,55 favorites,"['Vintage', 'Theatre/Opera/Symphony', 'summer']",262 votes
1117007-Lace+and+gladiators-ivory-lace-zara-dress-brown-suede-jacket-brown-gladiators-mango-sandals,37,48 favorites,"['Dynamite Style Contest', 'Work', 'Summer']",327 votes
997680-MODE+SUISSE+MY+OUTFIT-gold-h-m-ring-black-h-m-boots-bubble-gum-zara-dress-black-zara-coat,366,50 favorites,"['Chic', 'Fashion Show', 'spring']",307 votes
965138-The+lingerie+dress+with+a+touch+of+leather-ivory-sheinside-coat-black-zara-boots-black-zara-dress,20373,59 favorites,"['Chic', 'Dinner Party', 'fall']",395 votes
966164-Get+your+party+dress+ready-blue-party-charlotte-russe-dress-black-jeffrey-campbell-boots,490,93 favorites,"['Chic', 'Casual Party', 'winter']",362 votes
1004790-EFL+spring+coat+2014-efl-dress-efl-coat,32,62 favorites,"['Elegant', 'Cocktail', 'spring']",312 votes
1097107-OOTD+Date+Out-neutral-river-island-coat-navy-castro-dress-nude-oasap-bag,16077,42 favorites,"['Elegant', 'Dinner Date', 'Summer']",207 votes
1042414-The+High+And+Low-floral-print-oasap-dress-bag-oversized-firmoo-sunglasses,2490,51 favorites,"['Romantic', 'Dinner Date', 'summer']",370 votes
1068904-Shoreditch-zara-dress-supertrash-jacket,2445,87 favorites,"['Eclectic', 'Casual Party', 'fall']",377 votes
954588-Florals+and+Glomesn-ivory-floral-backless-little-gracie-dress,310,61 favorites,"['50s', 'Work', 'Summer']",331 votes
997191-WHIMSICAL+SS14+mediamarmaladecom-leather-zara-dress,750,71 favorites,"['Chic', 'Cocktail', 'spring']",354 votes
1108975-maxi+black-black-sheinside-dress,231,59 favorites,"['Elegant', 'Dinner Date', 'spring']",346 votes
1023484-Almost+Summer-white-h-m-dress,409,69 favorites,"['Natural', 'Brunch', 'spring']",324 votes
1138931-Lace+Leather-white-striped-forever-21-blazer-black-charlotte-russe-shoes,1340,3 favorites,"['Chic', 'Everyday', 'Summer']",74 votes
1009511-Obsessed-lady-la-dress-pretty-purple-boutique-earrings,31856,78 favorites,"['Chic', 'Blind Date', 'spring', 'pink']",367 votes
975623-Yonce-floral-some-velvet-vintage-dress,568,64 favorites,"['Vintage', 'Dinner Date', 'winter', 'grunge and florals']",341 votes
1056520-Devil+In+a+Red+Dress-black-leather-nasty-gal-boots-thrifted-vintage-dress,69,77 favorites,"['Cotton Look', 'Photo Shoot', 'summer']",364 votes
962260-dottie-black-spots-dots-h-m-dress,7452,96 favorites,"['Chic', 'Art Opening', 'winter']",658 votes
1008756-Pretty+in+Pink-coral-pink-bag-brahmin-bag-coral-floral-dress-new-york-and-co-dress,107,66 favorites,"['Casual', 'Everyday', 'spring']",364 votes
1023690-the+warmest+day-black-ruche-dress-coral-ruche-skirt-green-seychelles-wedges,27916,70 favorites,"['Chic', 'Work Happy Hour', 'spring']",367 votes
987386-Sweet+spikes-black-goddiva-heels-ivory-hedonia-dress,678,66 favorites,"['Modest', 'Movie night', 'winter']",348 votes
983319-Long+line+Love-mustard-longline-most-wanted-vintage-cardigan,42,65 favorites,"['80s', 'Casual Party', 'fall']",348 votes
1004931-By+Night-black-velvet-vintage-dress-black-zara-coat-black-guess-bag,92,71 favorites,"['Rocker', 'Everyday', 'Summer']",366 votes
1184015-Frilly+Floral-black-zara-dress-dark-brown-gucci-glasses,33178,59 favorites,"['70s', 'Everyday', 'Summer', '7']",291 votes
1019286-Flower+Girl-pink-inlovewithfashion-dress-ivory-zara-cardigan,826,85 favorites,"['Bohemian', 'Going Out With Friends', 'spring']",373 votes
959564-ICE+COLD+mediamarmaladecom-penny-dress-motel-rocks-dress,750,67 favorites,"['Chic', 'Going Out With Friends', 'winter']",317 votes
1125080-PURPLE+FLOWERS-bubble-gum-sheinside-dress,890,74 favorites,"['Classic', 'Casual Party', 'summer']",361 votes
1116227-burst+of+yellow-black-pitaya-dress-black-moorea-seal-hat-tawny-blowfish-shoes-heels,27916,67 favorites,"['Casual', 'Everyday', 'spring']",397 votes
1217520-The+Perfect+Valentines+Day+Dress-mustard-vintage-bag-maroon-velvet-lulus-dress,1340,38 favorites,"['Classic', 'Romantic Dinner', 'spring']",134 votes
1150709-Geometric+situation-mecca-dress-schutz-heels-elize-belt,57,39 favorites,"['60s', 'Other', 'fall']",222 votes
1066151-White+Midi+Dress-white-midi-shabby-apple-dress-black-leather-black-motel-rocks-jacket,569,50 favorites,"['Eclectic', 'Girls Night Out', 'fall']",360 votes
1011197-Neon+Dress-lime-green-dress,1943,66 favorites,"['Chic', 'Casual Party', 'summer']",340 votes
1072467-I+want+your+power+money+glory-american-apparel-dress,51,68 favorites,"['Sexy', 'Clubbing', 'fall']",313 votes
1054402-ariatNYFWBoot+ariatinternational+and+chictopia-black-leather-boots-maroon-cotton-plaid-urban-outfitters-dress,51,64 favorites,"['Bohemian', 'Everyday', 'summer']",386 votes
1019595-Floral+Overdose-orange-floral-vintage-dress-white-embellish-sunglasses,367,61 favorites,"['Chic', 'Anniversary', 'summer']",325 votes
1000683-Cute+chiffon+ivory+lace+dress+with+flared+sleeves-boutique-dress,50,31 favorites,"['Trendy', 'Everyday', 'summer']",148 votes
948888-110913-black-asymmetrical-romwe-dress-black-heart-zerouv-sunglasses,451,21 favorites,"['Elegant', 'Holiday Party', 'fall']",168 votes
1159686-nyc-olive-green-missguided-jacket-navy-silver-jeans-dress-navy-kayu-design-bag,507,62 favorites,"['Denim', 'Dinner Party', 'Summer']",338 votes
949880-OOTD+%7C+Floral+dress+jersey+blazer-black-jersey-matalan-blazer-black-cut-out-sammydress-boots,45,59 favorites,"['Casual', 'Casual Party', 'fall']",378 votes
1117065-Golden+Era-camel-ezzentric-topz-dress-brown-ariat-boots,297,88 favorites,"['Chic', 'Brunch', 'summer']",422 votes
1036313-Lace+Dress-lace-missguided-dress,5679,63 favorites,"['Chic', 'Cocktail', 'summer', 'lace dress']",381 votes
1034552-BLUE+ROMANCE-light-blue-chicwish-dress,25,48 favorites,"['Elegant', 'Dinner Date', 'summer']",243 votes
947792-Little+Black+Dress-mart-of-china-boots-theitem-dress-melimelo-bag,632,84 favorites,"['Basic', 'Anniversary', 'fall']",381 votes
1215645-Sassy+Meets+Preppy-red-nordstrom-boots-black-sweater-dress-free-people-dress,1340,77 favorites,"['Chic', 'Other', 'Summer']",376 votes
1148192-DREAMING+ABOUT+EAST-cream-zara-dress,786,62 favorites,"['Chic', 'Dinner Date', 'fall']",287 votes
1173076-Ruffles+Chiffon-aquamarine-asos-dress,1340,43 favorites,"['Classic', 'Everyday', 'Summer']",204 votes
945364-Another+Chapter-black-dex-dress,732,63 favorites,"['Vintage', 'Holiday Party', 'fall', 'party jacket', 'jacket']",358 votes
957204-THIGHS+TYPE+OF+DAY-payless-boots-forever-21-dress-h-m-blazer-kate-spade-bag,171,67 favorites,"['Comfortable', 'Everyday', 'fall']",325 votes
1084758-GREY+MAXI+STELLA+PLATFORMS-platform-stella-mccartney-loafers-zara-dress-antigona-givenchy-bag,13864,66 favorites,"['Casual', 'Everyday', 'Summer']",304 votes
1009739-life+punches+and+picnics-red-vintage-gingham-dress-white-cropped-take-out-sweater,696,40 favorites,"['50s', 'Picnic', 'spring']",333 votes
1002006-Love+Republic-tan-love-republic-dress-nude-love-republic-bag,722,31 favorites,"['Eclectic', 'Everyday', 'spring']",211 votes
1029789-Twilight+Graceful-black-asymmetrical-charlotte-russe-dress,948,50 favorites,"['Romantic', 'Cocktail', 'spring']",293 votes
1043803-Joe+Browns+Floral+Dress-bubble-gum-floral-joe-browns-dress,853,53 favorites,"['Elegant', 'Everyday', 'summer']",382 votes
1034694-dystopia-black-lace-urban-outfitters-dress-light-pink-forever-21-bag,499,68 favorites,"['Urban', 'Fashion Show', 'spring']",375 votes
1138286-Who+knows-hedonia-dress,31856,58 favorites,"['Chic', 'Blind Date', 'fall']",245 votes
1004530-ALL+DENIM-jcrew-dress-choies-jacket,11136,85 favorites,"['Chic', 'Movie night', 'spring', 'denim']",368 votes
1053023-Through+Rose+Colored+Glasses-beige-sack-dress-free-people-dress,27479,86 favorites,"['Bohemian', 'Everyday', 'summer']",394 votes
1041036-The+Tassel+Dress-black-fringe-oasapcom-dress-wide-brim-oasapcom-hat-topshop-sneakers,113,58 favorites,"['Casual', 'Going Out With Friends', 'Summer']",305 votes
1152956-THE+YELLOW+DRESS-butter-dress-dior-sunglasses,246,55 favorites,"['Chic', 'Brunch', 'spring']",277 votes
1145028-Lace+Up+Dress+Leather+Jacket-black-faux-leather-zara-jacket-black-lace-up-forever-21-dress,2092,100 favorites,"['Leather', 'Lunch Date', 'fall']",365 votes
1124587-Shoulder+oFF-sheinside-dress-green-coast-sandals-bohochic-hair-accessory,1465,10 favorites,"['Bohemian', 'Beach', 'summer']",159 votes
